sentence_id,sentence_text
564088,"This effect appears rather specific , as treatment with FTY720P did not modify GluN2B-Tyr1336 , GluN2B-Ser1480 , GluN2A-Tyr1325 or GluN1-Ser897 phosphorylation ."
564396,"Interestingly , treatment with FTY720 showed an additive effect with 5-fluorouracil , SN-38 , and oxaliplatin , drugs used in standard chemotherapy in patients with colorectal cancer ."
564475,Letter : Stump hyperhidrosis in a leg amputee : treatment with botulinum toxin A.
565866,Treatment of botulinum toxin-induced eyelid ptosis with anticholinesterases .
566426,The DWI-visible hyperintensity was partially reversible after treatment with CGP 40116 .
568151,"Treatment of p50-null mice with IFN-beta substantially diminished reovirus replication and apoptosis , which suggests that IFN-beta induction by NF-kappaB protects against reovirus-induced myocarditis ."
568208,"The MCP-1 mRNA increased following exposure to oxalate and was reduced upon treatment with free radical scavengers , catalase and superoxide dismutase ."
568462,The treatment of Arabidopsis thaliana with methyl jasmonate was used to investigate the reaction of 2467 selected genes of primary and secondary metabolism by macroarray hybridization .
571143,"In the mechanistic study by 52-week oral treatment with topiroxostat at 3   mg/kg to F344 male rats , with and without citrate , simple and papillary transitional cell hyperplasias of the urinary bladder epithelium were observed in 5/17 in the topiroxostat-alone treatment group , along with xanthine-induced nephropathy , in contrast to neither xanthine crystals nor lesions in urinary organs by co-treatment group with citrate ."
571144,"As for sex differences of urinary bladder tumors , the BrdU labeling index for epithelial cells of the urinary bladder by 5-week oral treatment with topiroxostat at 10   mg/kg to F344 rats was increased in males only , showing consistency with histopathological findings ."
572027,Treatment of growth hormone excess in dogs with the progesterone receptor antagonist aglépristone .
572036,Treatment with aglépristone resulted in a significant decrease of the mean plasma GH and IGF-I concentrations .
573140,"However , many studies have proposed medical treatment with misoprostol as an alternative to the conventional surgical treatment ."
573145,Patients were offered medical treatment with 800 mg vaginal misoprostol or evacuation curettage .
573156,"Medical treatment with misoprostol is a cheaper alternative to surgery : in the Spanish Public Healthcare System , it is five times more inexpensive than curettage ."
573758,Successful treatment of palmoplantar pustulosis with isotretinoin .
574033,"Following culture for 24‑72 h , treatment with various concentrations of SHI inhibited the proliferation of TT cells , in a dose‑ and time‑dependent manner ."
574035,"The expression levels of apoptosis‑associated proteins caspase‑9 , caspase‑3 and poly adenosine triphosphate ribose polymerase increased in a dose‑dependent manner following treatment with SHI ."
574335,Cell proliferation and apoptosis of KSHV-infected HUVECs were assessed after treatment of infected cells with an anti-DcR3 antibody or recombinant human TL1A .
574551,"Genipin also activated ERK , and treatment with ERK inhibitor blocked the expression of the markers ."
574554,"The mechanical properties of collagen , such as surface roughness and compressive strength , were increased by treatment with genipin ."
575649,"Treatment with IFN-beta ameliorated the over-expression of MMP9 , however the expression of two genes , plasminogen activator urokinase ( PLAU ) and serpin peptidase inhibitor , clade B ( ovalbumin ) , member 2 ( SERPINB2 ) , forming part of the plasminogen activation pathway were not affected by IFN-beta therapy ."
575863,"Treatment of middle-third clavicle non-union after initial failure of conservative treatment with stable fixation and bone graft is a reliable , well-suited and effective treatment ."
577002,"Hyperandrogenic women were studied basally and after 3 - 4 months of antiandrogen treatment with 3 different drugs : spironolactone ( n = 23 ) , flutamide ( n = 10 ) , or the GnRH agonist buserelin ( n = 10 ) ."
577602,"Monthly treatment with anti-VEGF therapies is effective for the treatment of ME but results in a major improvement in vision in a minority of patients , underscoring the need to identify additional therapeutic targets ."
577933,"The evaluation was made both before and after 3 months of treatment with T or the nonaromatizable androgen , 5 alpha-dihydrotetosterone ."
577942,Treatment with T increased mean spontaneous GH secretion from 2.25 + /- 0.34 micrograms/L before treatment to 6.77 + /- 0.69 micrograms/L ( mean + /- SE ; P < 0.001 ) and mean spontaneous peak height from 5.62 + /- 1.05 to 17.21 + /- 1.52 micrograms/L ( mean + /- SE ; P < 0.001 ) .
578123,"We will also focus on the actual limits of the quantitative measurements of albumin in urine , especially with regards to potential interferences due to the treatment of patients with statins ."
578324,"The study consisted of a 3-month treatment with oral propafenone hydrochloride or quinidine sulphate in patients with paroxysmal symptomatic atrial fibrillation , according to a double-blind randomized system ."
578653,Both patients developed transient cranial neuropathy shortly after treatment with 186Re-HEDP .
579006,Intracranial bleeding is the most catastrophic potential complication of treatment with thrombolytic agents .
579949,"Treatment of [ UO(2)Cl(2)(thf)(3 ) ] in thf with 2 equiv of Na[PhC(NSiMe(3))(2 ) ] ( Na[NCN ] ) or Na[Ph(2)P(NSiMe(3))(2 ) ] ( Na[NPN ] ) gives uranyl complex [ UO(2)(NCN)(2)(thf ) ] ( 1 ) or [ UO(2)(NPN)(2 ) ] ( 3 ) , respectively ."
580032,"In addition , FAS activity and triglyceride content were 3-fold higher in agoutitreated 3T3-L1 cells relative to controls ; these effects were attenuated by simultaneous treatment with a calcium channel blocker ( nitrendipine ) ."
580529,Treatment with caffeine after BBN had no enhancing effect and caffeine alone caused no remarkable changes .
581008,The treatment with RR may play an important role in suppressing proinflammatory cytokines but not in boosting protective T cell immunity .
581561,"Treatment of SG-1 cells with SR9009 , a REV-ERB agonist , led to a significant reduction in ghrelin and GOAT mRNA levels ."
581741,MTT assay was used to examine the viability of HBE135-E6E7 cells cultured in serum-free medium after treatment with HSA or TDI-HSA at different concentrations .
581745,Treatment with 40 microg/ml HSA and 40 microg/ml TDI-HSA did not result in significant changes in the viability of HBE135-E6E7 cells .
581938,"Treatment of mice with the thymidine-kinase substrate ganciclovir caused death of microencapsulated myoblasts , as seen by a drastic decay in the light emission and histological analysis ."
582375,"In addition , prior treatment of these LPS-pretreated rats with gadolinium chloride ( GdCl3 ) , a selective Kupffer cell depletion agent , markedly enhanced liver injury after PEA administration ."
583129,"Treatment with pyridostigmine was started , and the thymic mass was surgically excised , and a diagnosis of thymoma was confirmed by histology ."
583549,Treatment with nebulised beta-2 agonists is the initial treatment of choice in acute severe asthma and a small number of such patients require immediate intubation and ventilation .
583697,"Chronic treatment with a number of psychoactive drugs known to induce up- or down-regulation of receptor number , also induces marked changes in circadian rhythm parameters of wave form , amplitude , phase and 24-hour mean ."
583716,"The catheter was subsequently withdrawn , and the patient received further treatment with additional intravenous ceftazidime for a week ."
583915,SCF deficiency achieved by intratracheal treatment with neutralizing anti-SCF antibody or by use of Kitl(Sl)/Kitl(Sl-d ) mutant mice in vivo resulted in significant reduction in pulmonary fibrosis .
584280,Long-term treatment with iron-containing water promoted glioma growth in rats and improved the efficiency of radiotherapy due to combination of apoptosis and ferroptosis .
584407,Treatment of cosmetic tattoos with nonablative fractional laser in an animal model : a novel method with histopathologic evidence .
585317,Mammographic findings after breast cancer treatment with local excision and definitive irradiation .
586914,"After 6 h of treatment with 7.5 microM OSU03013 , 26 % of the cells were apoptotic , compared to 4 % of the control cells as determined by measuring the sub-G1 peak of propidium iodide stained cells with flow cytometry ."
587001,"After treatment with artemether , his symptoms improved ."
587049,"All three parameters were significantly lower in the SBF of glucocorticoid-treated patients than in controls or patients undergoing treatment with isotretinoin , whereas the latter two groups did not differ significantly from each other ."
587977,"These effects of dihydralazine and labetalol were unaffected by treatment with indomethacin 10(-6 ) mol/l , but could be reversed by addition of magnesium sulphate 6 x 10(-3 ) mol/l ."
589845,Treatment of oral cavity venous malformations with the Nd : YAG laser using the underwater technique .
590023,Combined treatment with gonadotropin-releasing hormone analog and growth hormone in central precocious puberty .
590253,Treatment with suboptimal doses of raltegravir leads to aberrant HIV-1 integrations .
590261,"In contrast to the proviruses from untreated cells , which were all normal , ∼10 - 15 % of the proviruses isolated after treatment with a suboptimal dose of raltegravir were aberrant ."
590330,"In two PA patients , treatment with an MR antagonist or adrenalectomy reduced γENaC/CD9 in uEVs ."
590762,"Similarly , there was no change in thyroglobulin levels after treatment with GH , but there was a decrease in the free T4/free T3 ratio ( P = 0.043 ) ."
590827,"Height reduction by means of treatment with high doses of sex steroids in constitutionally tall stature ( CTS ) is a well known , though still controversial , therapy ."
591075,Treatment of fetal membranes with highly purified hCG resulted in a dose- and time-dependent increase in immunoreactive COX-1 protein .
591077,The treatment with hCG also resulted in an increase in steady state COX-1 mRNA levels .
592382,"Although treatment of TGR(mRen2)27 with a high dose of TCV-116 ( angiotensin AT1 receptor antagonist ) or manidipine ( calcium antagonist ) combined with atenolol ( beta 1-adrenergic receptor blocker ) completely normalized blood pressure , TCV-116 regressed cardiac hypertrophy and suppressed the changes in cardiac mRNA levels of TGR(mRen2)27 much more potently than manidipine with atenolol ."
592747,The treatment with carvedilol caused a significant decrease in blood pressure .
592990,We examined the association between treatment with thiazolidinediones and the onset of Parkinson disease in older individuals .
592991,"We performed a cohort study of 29,397 Medicare patients enrolled in state pharmaceutical benefits programs who initiated treatment with thiazolidinediones or sulfonylureas during the years 1997 through 2005 and had no prior diagnosis of Parkinson disease ."
594096,[ Treatment of neuronitis with dimercaprol ] .
594244,"Treatment with oseltamivir , a neuraminidase inhibitor , in HF mice infused with isoproterenol and angiotensin II significantly inhibited desialylation and ameliorated cardiac dysfunction ."
594339,Endovascular treatment of cerebral aneurysms with detachable coils has now been proven to be a superior alternative to open microsurgery in terms of disability-free survival 1 year following treatment .
594853,"Treatment with miR-223 - 3p mimic inhibits cell proliferation and migration via decreasing several inflammation-associated cytokines , including interleukin-1β ( IL-1β ) , monocyte chemoattractant protein-1 ( MCP-1 ) , IL-8 and IL-18 ."
596506,Treatment with glycosidases indicated extensive sialic acid substitution in at least 10 O-linked carbohydrate chains and 1 - 2 N-linked glycans .
596756,Long-term results of treatment with mild toxicities in small cell lung carcinoma .
599779,We investigated the role of XRCC1 in cell death after treatment with supralethal doses of the alkylating agent MNNG .
600143,RBC deformability apparently decreased after treatment with a low concentration of Ag-NPs for a short exposure time .
600144,"However , RBC aggregation was significantly altered after treatment with a low concentration of either Ag-NWs or large Ag-NPs compared to small Ag-NPs ."
600883,Concurrent treatment with pirenzepine ( 10   nmol ) and tropicamide ( 300   nmol ) produced an effect similar to that of tropicamide alone .
601344,Treatment of lung cancer with bleomycin -- the forth report .
601435,"Global transcriptional profiling revealed that macrophage treatment with auranofin exerted a selective effect on LPS-induced gene expression , suppressing the induction of a small number of genes ."
601638,The treatment with PFHxS reduced cell viability in a dose-dependent manner .
601642,"The treatment with PD98059 , an ERK inhibitor , significantly reduced apoptosis , whereas SB203580 , a p38 MAPK inhibitor , had no effect ."
601889,The treatment of 8 with isonitriles RNC ( R = tBu or Xyl ) formed σ-adducts [ Cp*Ti{MeC(NiPr)2}(NNCPh2)(CNR ) ] .
601891,"Treatment of 8 with RSiH3 ( R = aryl or Bu ) or Ph2SiH2 gave [ Cp*Ti{MeC(NiPr)2}{N(SiHRR')N(CHPh2 ) } ] ( R ' = H or Ph ) through net 1,3-addition of Si-H to the N-N = CPh2 linkage of 8 , whereas reaction with PhSiH2X ( X = Cl , Br ) led to the Ti = Nα 1,2-addition products [ Cp*Ti{MeC(NiPr)2}(X){N(NCPh2)SiH2Ph } ] ."
603214,"Treatment of mice with ongoing experimental autoimmune encephalomyelitis with LY-317615 ameliorates inflammation , demyelination , axonal damage , and clinical symptoms ."
604439,Typhlitis resulting from treatment with taxol and doxorubicin in patients with metastatic breast cancer .
604448,"Both cases occurred during the first cycle of treatment with taxol ( 180 mg/m2 ) and doxorubicin ( 75 mg/m2 ) , being given simultaneously as 72-hour continuous intravenous infusions ."
604451,"Two cases of typhlitis have occurred after combined treatment with taxol and doxorubicin , while typhlitis has not been described after treatment with either drug alone ."
604511,Five days after a single 3-h treatment with GLQ223 there was a concentration-dependent decrease in all measurable HIV parameters within infected cultures .
608101,"In conclusion , our findings show that treatment with UTP stimulates in vitro Schwannoma cell migration and wound repair through a MMP-2-dependent mechanism via P2Y2 receptors and MAPK pathway activation ."
609178,Treatment with dopamine and other dopamine D2 receptor agonists has been shown to induce cell death through activation of caspase-3 pathway .
609468,"However , treatment with Y-27632 after tumor inoculation did not affect body weight and ROCK2 immunostaining scores , increased serum MDA levels , and decreased GSH levels ."
610253,"CONT and AV3V-X animals were tested after treatment with both vehicle and hexamethonium , a ganglionic blocking agent ."
610497,These results suggest that subjects with low HDL cholesterol and type IIB hyperlipoproteinemia ( and possibly type IV hyperlipoproteinemia ) would benefit from treatment with gemfibrozil .
610580,Treatment with mianserin resulted in a significant lowering of TNFα and IL-6 levels both in LPS-treated and LPS-untreated animals .
610928,Long-term treatment with some epigenetic inhibitors affects viability of glioma cells .
611057,Vasospastic transient monocular visual loss : effect of treatment with different doses of nifedipine .
611271,Quenching of the intrinsic fluorescence and reduction in the ellipticity value at 280 nm in the near-UV CD spectrum of the enzyme was noticed after its treatment with phenylglyoxal .
611461,"Treatment with ATGMOs causes severe embryonic malformations , as prelarvae could survive for only 3 and 4 days in ambra1a and b morphants , respectively ."
611462,"Treatment with SPLICMOs led to developmental defects only at a late stage , indicating the importance of maternally supplied ambra1 transcripts ."
611690,"Risk factors for OIs were treatment with infliximab ( OR=17.6 ( 95 % CI 4.3 - 72.9 ) ; p<0.0001)or adalimumab ( OR=10.0 ( 2.3 to 44.4 ) ; p=0.002 ) versus etanercept , and oral steroid use > 10 mg/day or intravenous boluses during the previous year ( OR=6.3 ( 2.0 to 20.0 ) ; p=0.002 ) ."
611893,All diabetes-associated changes in renal function and MMP/TIMP were attenuated after benazepril treatment with reduced IV-C accumulation .
613066,"To determine the practicability and outcome of fluoroscopic-guided primary one-step treatment of percutaneous gastrostomy ( PG ) with the system Freka ® Gastro Tube ( Fresenius Kabi , Germany ) ."
613091,Fluoroscopic-guided primary single-step treatment with Freka ® Gastro Tube system is feasible and not associated with an increased complication rate when compared to published literature applying a two-step treatment approach .
613229,[ Treatment of hemifacial spasm with botulinum toxin ] .
613237,We conclude that the treatment of hemifacial spasm with botulinum toxin is both simple and useful .
614959,[ Treatment with infliximab of peristomal pyoderma gangrenosum in ulcerative colitis ] .
615167,"Treatment with antibiotic and phenytoin was started , and the catatonic episodes subsided ."
615172,[ Cardiac arrest following treatment with non-cardiologic QT-interval-increasing medications ] .
615459,Concurrent treatment of rats with ATZ and T4 for 2 weeks resulted in a reduction of 15 % and 20 % in the concentration of lung beta-adrenoreceptors and muscarinic receptors respectively .
616247,"Circulatory eosinophils were depleted by treatment of ewes with prednisolone , thereby producing ovarian eosinopenia ."
616942,Longitudinal data from a cohort study in RA patients from the Utrecht Rheumatoid Arthritis Cohort study Group ( Stichting Reumaonderzoek Utrecht ) who started treatment with a biologic drug were used for mapping and validation .
618532,"In such cases , treatment with sex hormones may positively influence the course of the illness ."
619011,Treatment of pediculosis capitis with topical albendazole .
620632,"Although recovery of the skin lesions after the delivery is the rule , some patients need immunosuppressive treatment mainly with corticosteroids ."
620633,We describe a patient with pustular psoriasis of pregnancy who needed treatment with cyclosporine for resistant skin psoriasis and systemic inflammatory response .
620796,"In this study , 1-year treatment with high-dose NAC resulted in significantly improved small airways function and decreased exacerbation frequency in patients with stable COPD ."
621347,Stimulation of valproic acid metabolism was also shown by increased plasma clearance after treatment with phenobarbital .
622187,Treatment of the MMTV producing MM5MT cells with different antivirals and immunosuppressive agents showed that both cyclosporine A and the analogue NIM811 inhibited MMTV production from the producer cells .
622372,"The known , impressive beneficial response of SR deficient patients to treatment with L-dopa , is illustrated again in our cases ."
622884,"Recordings were made using radiotelemetry in 17 adult SHR before and after treatment with rilmenidine ( 2mg/kg/day ) , perindopril ( 1mg/kg/day ) or vehicle in the drinking water for 2 weeks ."
623298,Treatment of active secondary progressive multiple sclerosis with treosulfan .
623315,Treatment with treosulfan was safe and well tolerated .
623672,This study could not show any more effectiveness from combining a 12-week course of treatment with 3 % nitric oxide cream and a once-weekly treatment with cryotherapy in comparison with cryotherapy and placebo in patients with CL .
623939,Treatment with these estrogenic compounds increased hepatosomatic index and total plasma calcium .
625110,Both acute and chronic ( 21-day ) treatment with either SR 31742A ( 20 mg/kg i.p . ) or haloperidol ( 1 mg/kg i.p . ) increased the neurotensin-like immunoreactivity in the nucleus accumbens .
625251,Treatment with valproate sodium corrected all the abnormalities .
625616,Treatment of plasma cell neoplasm with recombinant leukocyte A interferon and human lymphoblastoid interferon .
626619,"Moreover , treatment of dendritic cells with B7-DC cross-linking antibody resulted in secretion of interleukin-12 , suggesting a TH1 polarization of this response ."
626621,Treatment of mice systemically with antibody at the time of tumor cell engraftment prevented tumor growth in a CD4 and CD8 T-cell-dependent manner .
626625,"More strikingly , treatment of mice with B7-DC cross-linking antibody after the tumors were established in the lungs resulted in protection in a CD8- , perforin- , and granzyme B-dependent fashion ."
626626,Depletion of natural killer cells did not block the effects of treatment with B7-DC cross-linking antibody .
626678,Treatment with the DNA hypomethylating agent 5-aza-2'-deoxycytidine induced and up-regulated the mRNA expression of MAGE-1 and epitope presentation by autologous MHC .
626934,"A dietary interview based on a validated food frequency questionnaire was conducted before the VLED , after 1 year of treatment with orlistat or placebo and 2 months after the end of the trial ."
628860,"Blood cultures isolated Klebsiella pneumoniae and , since she was neurologically stable , conservative treatment with two-week intravenous gentamicin and eight-week intravenous ceftriaxone was initiated with positive inpatient and outpatient evolution ."
629918,The results demonstrate that the reduction in fluidity occurs in the hydrophobic interior of the bilayer and that both the dynamic and static ( lipid order ) components of fluidity are affected by treatment with calcium .
629933,"We also show that treatment with POL5551 in vitro and cytarabine + /- POL5551 in vivo modulates surface expression of adhesion molecules , findings that may guide the optimal clinical use of POL5551 ."
630268,Cardiac arrest after treatment with intravenous domperidone .
630450,Combined treatment with cognitive-behavioural therapy in adolescent depression : meta-analysis .
631055,A prompt clinical response was encountered after 5 days of treatment with complete resolution .
633088,"As more becomes understood regarding clopidogrel resistance , concomitant use of proton pump inhibitors , pharmacogenomics , and the impending need for genomic assays in the near future , as with other anticoagulant therapies , appropriate patient selection for treatment with prasugrel can guarantee necessary benefit with an acceptable risk of bleeding ."
633105,[ Contribution to the study of depression in children and its treatment with imipramine ] .
634674,[ Treatment of perennial non-allergic rhinopathy with capsaicin ] .
634686,"The mean symptom scores for nasal obstruction , hypersecretion , itching , dryness and headache revealed no significant changes before and 6 months following treatment with capsaicin ."
635216,"The results showed that combined treatment with pH 4.5 acid rain and 0.08   mM La3 + promoted nitrogen assimilation synergistically , while the other combined treatments all showed inhibitory effects ."
635564,"Patients with uncomplicated acute bronchitis ( bronchitis severity score [ BSS ]   ≥ 5 score points ) were randomly assigned to treatment with Spicae ae . or placebo in a   double-blind , parallel-group design ."
635574,The treatment with Spicae ae . was well tolerated ; no serious adverse events occurred .
636024,The percentage of patients potentially eligible for treatment with SGLT2i varies as a reflection of different eligibility criteria applied in the trials .
636283,Treatment with injectable testosterone undecanoate ( TU ) alone or in combination with oral levonorgestrel ( LNG ) resulted in marked decreases in sperm concentrations .
636287,"As a result , 17 and 46 protein spots were found with significant differential expression after the treatment with TU alone and TU + LNG , respectively ."
636991,[ Preventive treatment with TrioBe -- a serious alternative ] .
637059,"Treatment with bortezomib , cyclophosphamide and dexamethasone plus local radiotherapy was initiated ."
637366,Forty-eight recommendations are offered that address the following aspects of dementia care : early recognition ; importance of careful history and examination in making a positive diagnosis ; essential laboratory tests ; rules for neuroimaging and referral ; disclosure of diagnosis ; importance of monitoring and providing support to caregivers ; cultural aspects ; detection and treatment of depression ; observation and management of behavioural disturbances ; detection and reporting of unsafe motor vehicle driving ; genetic factors and opportunities for preventing dementia ; pharmacological treatment with particular emphasis on cognitive enhancing agents .
637482,The outcome of malignant brain tumors has also improved with radiotherapy together with chemotherapy or an adjuvant treatment with biological response modifiers such as interferon .
638588,"Inhibited receptor internalization caused by the expression of GnT-Va siRNA appeared to be independent of galectin binding since decreased EGFR internalization in the knockdown cells was not affected by the treatment of the cells with lactose , a galectin inhibitor ."
639616,A heterogenous collection of DNA molecules containing SV40 sequences was generated following treatment with DMBA .
641007,"The haze intensified despite initial response to corticosteroids and cyclosporine , and treatment with phototherapeutic keratectomy and 0.02 % mitomycin-C ( MMC ) was effective in restoring corneal clarity and normal vision ."
641343,"Thus , MRSA-oriented diagnosis may play a role in expediting treatment with anti-MRSA antimicrobials ."
641522,"Treatment of [S-methylmethionine-192]-alpha-chymotrypsin with mercaptoethanol and dithiothreitol failed to produce the latter protein , as deduced from elution profiles of reaction mixtures chromatographed on affinity columns of immobilized lima bean trypsin inhibitor ."
642343,The treatment with KRN 5500 inhibited tumor growth in the liver and reduced the serum TPA concentration to a normal level .
642635,Three-dimensional photographs were obtained before and after treatment with an orthotic helmet device .
642638,The measurements obtained on three-dimensional images were able to demonstrate significant improvement in early infant cranial deformity after treatment with an orthotic helmet .
642776,This suggests that extracorporeal membrane bio-incompatibility may have a role in determining cardiovascular stability during treatment with extracorporeal circuits .
646366,[ Changes in renal blood flow after treatment with ESWL in patients with renal stones .
646544,Treatment of fibroblast cells with this compound had very little effect on RAS-mediated activation of ERK and Jun kinase activities .
646639,Treatment with GFO prevented the gut translocation although animals in the GFO group had same level of the cecal bacterial population .
646787,Treatment of functional dyspepsia with sertraline : a double-blind randomized placebo-controlled pilot study .
646856,Acute interstitial nephritis after treatment with liraglutide .
646908,"To our knowledge , this is the first report of successful treatment with mycophenolate mofetil of an adult patient with idiopathic GIN ."
648447,One week treatment with quinapril or nifedipine had no significant effect on the increase in the glomerular filtration rate ( respectively 2.97 + /- 0.18 and 2.99 + 2- 0.15 ml/min ) .
648592,Adjuvant treatment with postoperative chemotherapy alone or postoperative chemo-radiotherapy does not increase survival in completely resected LSI disease .
648756,"Such a potential drug interaction merits investigation because concurrent treatment with both drugs is common , particularly in postmenopausal women ."
648921,"Using light scattering and fluorescence microscopy , we observe that larger vesicles become smaller upon treatment with human or rat IAPP ."
651837,Effects of Ayurvedic Oil-Dripping Treatment with Sesame Oil vs. with Warm Water on Sleep : A Randomized Single-Blinded Crossover Pilot Study .
652086,"It is also important to recognize that concurrent conditions requiring treatment with topical medications , such as glaucoma , may be complicated after treatment because of the inflammation and ocular surface irritation after RT ."
652370,Treatment of endometrial cancer cells with EMP2-IgG1 reduced tumor load with a significant improvement in survival .
654644,We found that treatment with karanjin inhibited formation of ACF in the colon mucosa and reduced colon lesions .
654662,The purpose of this study was to retrospectively evaluate patients who were enrolled in the SOURCE 3 ( SAPIEN 3 Aortic Bioprosthesis European Outcome ) European registry for treatment with the balloon-expandable SAPIEN 3 transcatheter heart valve and underwent CA with or without percutaneous coronary intervention after TAVI .
654983,Treatment of endothelial but not vascular smooth muscle cells with the pharmacologic FFAR3 agonist 1-methylcyclopropane carboxylate stimulated cellular migration and proliferation in scratch assays .
655501,We aimed to assess its impact on the outcome of the SHIFT trial ( Systolic HF Treatment With the If Inhibitor Ivabradine Trial ) .
655778,"The treatment of Hep-G2 , human HCT-116 , lymphoblastic leukemia ( 1301 ) , and human MCF-7 cells with NLC led to high inhibition in the cell proliferation as concluded by the low IC50 values 27.7 , 17.43 , 35.39 , and 47.66   μg/mL , respectively , whereas CSNLC had high cytotoxic effect on Hep-G2 , human HCT-116 , lymphoblastic leukemia ( 1301 ) , and human MCF-7 cells with low IC50 values 13.29 , 10.56 , 16.79 and 22.60   μg/mL , respectively ."
655973,"There was low-quality evidence that botulinum toxin improved headache frequency and intensity , though some studies demonstrated efficacy in treatment with botulinum toxin ."
656745,A three-state partitioned-survival model was developed to compare the clinical and economic outcomes of treatment with atezolizumab/nab-paclitaxel combination therapy with nab-paclitaxel monotherapy in patients with advanced TNBC .
657642,[ Treatment of zoster oticus with acyclovir . Report from general practice and a small hospital department ] .
658542,"In urethane-anesthetized HAS rats , the baroreflex inhibitory action of ethanol was present under control conditions , but it was absent after depletion of endogenous GABA by treatment of the rats with 100 mg/kg of 3-mercaptopropionate ."
659309,"Animals were put on continuous mating 4 weeks after the treatment , with females of proven fertility ."
659731,Experiments were conducted using anesthetized Sprague-Dawley rats 3 weeks after treatment with either vehicle ( control ) or streptozotocin ( diabetic ) .
660044,"Treatment with 100 mg of PB for 3 d or with 25 , 50 , or 100 mg for 7 d significantly increased liver : body weight ratios ."
661367,We measured pulmonary resistance in anesthetized tracheostomized New Zealand White rabbits before and after intravenous treatment with papain in a concentration that produced generalized cartilage softening .
661619,"This study compared the GH responses induced by a moderate-intensity exercise bout during treatment with placebo ( Plac ) , the opioid receptor antagonist naltrexone ( Nalt ) , the indirect cholinergic agonist pyridostigmine ( PD ) , or a combination of the two drugs ( P + N ) ."
663008,Resolution of both symptoms and pericardial effusion occurred after a treatment with oseltamivirin and ibuprofen .
663832,"We compared the survival of patients undergoing treatment with various dialysis types , where some patients switched dialysis modality during the course of their treatment , by estimating a marginal structural model using data from the Australia and New Zealand Dialysis and Transplant Registry , 2003 - 2011 ."
665346,Between 64 % and 77 % of patients stopped treatment with orlistat during the follow-up period .
665487,Expression of key osteoclastogenic transcription factor NFATc1 in osteoclast precursors was dramatically increased by short treatment with RANKL .
665528,Inhibition of JNK in synovium by treatment with golimumab in rheumatoid arthritis .
665531,"The aim of this study was to investigate immunohistological changes in mitogen-activated protein kinases ( MAPKs ) in the synovium following treatment with golimumab ,"
665538,"Based on a histological analysis of the synovium , it appears that the efficacy of the treatment with golimumab may involve the inhibition of cell proliferation , with decreases in T cells , B cells , macrophages , β-1 integrin , RANKL , and JNK in the synovium , compared with MTX treatment , in RA ."
665854,Treatment with PTX attenuated burn-induced intestinal permeability .
665858,"Treatment with PTX attenuates activation of the tight junction protein MLCK , likely through its ability to decrease local TNF-alpha synthesis and NF-kappaB activation after burn ."
665888,"There was also a statistically significant association between vitamin D status and need for treatment with steroids , with a higher percentage of vitamin D deficient patients ( 47 % ) requiring such treatment compared with 7 % in the sufficient group ( p = 0.02 ) ."
666853,Treatment with ferumoxytol corresponded to an increased mean monthly Hb level relative to baseline ( 0.13 - 0.69 g/dL ) and led to an increase in the proportion of patients maintained within the target Hb range of 10 to 12 g/dL ( 61%-72 % ) .
668040,"Treatment with acid showed observable reductions in the degradability of both cellulose and hemicellulose , whereas oxidant treatment reduced only that of hemicellulose ."
668041,Treatment with 7 % alkali ( pH   ∼   12 ) followed by ensiling appeared to be a promising process for improving rice straw quality .
669083,We report 2 children with sickle cell anemia who were diagnosed with DHTR and experienced a subsequent neurologic event in the course of treatment with corticosteroids .
669140,"Facial nerve palsy responded to treatment with diclofenac and physiotherapy , however , the intracranial lesion progressed at follow-up ."
669162,Treatment with an AMPK inhibitor ( compound C ) and a dominant-negative AMPK adenovirus suppressed the inhibitory effect of AICAR on apoptosis .
669628,C57/BL6 mice received intraperitoneal LPS with or without daily treatment with specific Rho kinase inhibitors ( Y-27632 or HA-1077 ; 5 mg/kg ) .
669774,Polycythemia during hypoxia was unchanged by treatment with DMA or EIPA .
671169,"Inhibition of JNK , caspases or treatment with antioxidant butylated hydroxyanisole ( BHA ) protected PMH against cell death ."
671434,Life threatening liver disease during treatment with monoclonal antibodies .
671774,Patients outside of Tokyo Guidelines diagnostic criteria for acute cholecystitis were less likely to respond to treatment with percutaneous cholecystostomy and had worse outcomes .
672195,A prospective study was performed to investigate combined treatment with intra-arterial chemotherapy and radiation therapy for bladder preservation in locally invasive bladder cancer .
672653,These results suggest that oral treatment with melatonin had a beneficial effect on PF-induced obstructive ventilatory insufficiency by attenuating nitrosative and oxidative stress .
674283,"Treatment with TZDs decreased infarct volume and improved neurological outcome regardless of study quality , dose timing , or ischemia model ( transient or permanent ) ."
674875,"Treatment with rBmALT2 reduced severity of colitis associated with significant reduction in weight loss , disease activity , colon damage , mucosal edema and histopathological score including myeloperoxidase activity in colon tissues ."
675028,The treatment of the phage-infected bacteria with heavy metal ions did not induce mutations affecting either the phage plaque morphology or burst size .
675593,"Cytogenetic high-risk disease was negatively , and treatment with immunomodulators positively , associated with early immune reconstitution ."
675641,Our results demonstrated that the viability of Pol β-deficient mouse embryonic fibroblasts was much lower than that of Pol β wild-type cells after treatment with arsenite ( As(3 + ) ) .
